sentence,true_label,pred_label,score
"오늘 채색 피드백 받을게요, 일정은 그대로",0,1,0.9975673612255574
"@서준 콘티 수정본 메일로 보냈어요, 회의 일정은 그대로",0,1,0.9644248739634458
채색팀 오늘 점심 뭐 먹을까? 😄,0,1,0.9216963501460734
오늘 밤 배경팀에게 수정본 공유해드릴게요,0,1,0.9134723881435964
"배경 컨펌, 6시까지 되죠?",0,1,0.9764661190303728
채색 피드백 언제까지 필요하신가요? 👀,0,1,0.9216644449040269
"그림 수정, 내일 오후에 가능할까?",0,1,0.9987267956577157
채색팀 오늘 회의 자료 받으셨나요? 내일 전달해요.,0,1,0.9983359542515066
콘티 피드백 내일까지 부탁드려요. 12시 전에 보내요.,0,1,0.9885817760165497
오늘 채색 피드백 빠르게 드릴게요,0,1,0.9300594075465596
채색 피드백 오늘 중으로 받을게요,0,1,0.9660708591002688
채색팀 진도표는 오늘 봤어요. 다음엔 공유해요.,0,1,0.9073506795901595
배경팀 오늘 싱크 자료 공유할게요!,0,1,0.9693491424594036
오늘 배경 PSD 파일 공유했어요,0,1,0.9141869890287245
"싱크 체크 파일은 확인했지만, 일정은 안 잡히겠네",0,1,0.9711516805944176
"작가님 피드백이 오면 바로 반영할게요, 일정은 안 바뀝니다",0,1,0.8969867040208112
@배경팀 오늘 작업방에서 15시에 모이면 되나요?,0,1,0.9718759293632835
회의실 예약 완료했어요! 🎉,0,1,0.9994024613062055
"콘티 초안, 내일까지 부탁드려요",0,1,0.9642004199318683
오늘 잉킹 피드백 빠르게 받을 수 있을까?,0,1,0.9343044661755235
오늘 배경팀 미팅 링크는 뭐야? 나중에 보낼게요,0,1,0.8975467597627317
잉킹 수정본 아직 안 올라왔네요… 다음 주에 올릴까?,0,1,0.9259328452303245
"채색팀 자료, 오늘 주시나요? 혹시 내일 가능할까요?",0,1,0.9995720976597026
"배경 레퍼런스, 내일 오전까지 주시면 돼요?",0,1,0.9914806564707838
배경 스케치 초안 검토는 뭐가 끝났어? 내일 올릴게요.,0,1,0.9108161915859755
"채색팀 오늘 작업, 뭘 했어? 내일 다시 보자고 해?",0,1,0.9862631950603417
"내일 싱크 회의 링크, 미리 공유해줘요",0,1,0.9965742754874295
오늘 배경팀 미팅 링크는 여기 있어요!,0,1,0.9173158330167756
채색 수정된 부분 내일 아침 다시 확인해 주세요,0,1,0.9118117271125702
"배경 담당자랑 얘기할게요, 일정은 그대로 유지해요",0,1,0.9174169791008424
"오늘 채색 피드백 받을게요, 일정은 그대로 유지해요",0,1,0.9950303439221942
"@서준 콘티 수정본 메일로 보냈어요, 회의 일정은 그대로 유지해요",0,1,0.9450180930103689
채색팀 오늘 점심 뭐 먹을까? 😄,0,1,0.9216963501460734
오늘 밤 배경팀에게 공유해드릴게요,0,1,0.949849730042469
"배경 컨펌, 6시까지 되죠?",0,1,0.9764661190303728
채색 피드백 시간이 언제인가요? 👀,0,1,0.9321751427388899
"그림 수정, 내일 오후에 가능할까?",0,1,0.9987267956577157
오늘 채색팀 회의 자료 받았나요? 내일 전달해요.,0,1,0.999182942118586
"콘티 피드백, 내일 12시 전에 보내드릴게요.",0,1,0.9962416169056582
"오늘 회의 자료는 PPT로 바꿨어요, 내일 공유해요",0,1,0.9947571642258066
"오늘 채색 피드백 빠르게 드릴게, 내일은 뭐 할지 모르겠어",0,1,0.9822726918482063
배경팀 작업 빠르게 해주실 수 있나요? 내일부터 시작해도 돼요?,0,1,0.9776027007897344
채색 피드백 오늘 중으로 받을게요. 빠르게 처리해드릴게요!,0,1,0.9465164919178557
배경팀 오늘 싱크 자료 공유할게요! 📎,0,1,0.9745773939816554
"오늘 배경 PSD 공유했어, 확인했어?",0,1,0.9044384598483538
"싱크 체크 파일 확인했지만, 일정은 그대로 유지돼요",0,1,0.9815534208490425
@배경팀 오늘 15시 작업방에서 모이면 되나요? 📌,0,1,0.9732556613040214
회의실 예약 완료했어요! 🎉,0,1,0.9994024613062055
@김민수 콘티 초안 피드백 좀 주세요? 내일 미팅에 반영해요!,0,1,0.9757179631662648
"배경 채색 파일, 또 필요하신가요? 내일 다시 보죠",0,1,0.8935301513592445
"오늘 잉킹 피드백 빠르게 받고 싶은데, 언제 가능할까?",0,1,0.9854735147695114
오늘 배경팀 미팅 링크는 뭐야? 나중에 보내줄게요.,0,1,0.9002803884071428
"채색팀 자료, 오늘 주시나요? 내일 가능할까요…?",0,1,0.9990182082933631
"배경 레퍼런스, 내일 오전까지 주시면 돼요?",0,1,0.9914806564707838
"배경 스케치 초안 검토, 뭔가 끝났어? 내일 올릴게요.",0,1,0.9524471784182125
"채색팀 오늘 작업, 뭘 했어? 내일 다시 보자고 해?",0,1,0.9862631950603417
"내일 싱크 회의 링크, 미리 공유해줘요",0,1,0.9965742754874295
오늘 배경팀 미팅 링크는 여기 있어요! 📎,0,1,0.9270488734901345
오늘 콘티 피드백 좀 주실래요? 👀,0,1,0.897148328753168
"채색 수정된 부분 내일 아침 확인해 주세요, 괜찮아요?",0,1,0.975800803430889
"배경 담당자랑 얘기할게요, 일정은 그대로 유지해요",0,1,0.9174169791008424
"오늘 채색 피드백 받을게요, 일정은 그대로 유지해요",0,1,0.9950303439221942
"@지현 콘티 수정본 메일로 보냈어요, 회의 일정은 그대로 유지해요",0,1,0.9542110225932675
"배경 리소스, 오늘 오후 3시 전에 공유해줘야 돼요",0,1,0.9801912526762836
채색팀 오늘 점심 뭐 먹을까? 🍜,0,1,0.9216963501460734
오늘 밤 배경팀에게 공유해드릴게요,0,1,0.949849730042469
"배경 컨펌, 6시까지 되죠?",0,1,0.9764661190303728
채색 피드백 시간이 언제인가요? 👀,0,1,0.9321751427388899
"그림 수정, 내일 오후에 가능할까?",0,1,0.9987267956577157
오늘 채색팀 자료 받았나요? 내일 전달해요.,0,1,0.9969839246332888
"콘티 피드백, 내일 12시 전에 보내드릴게요.",0,1,0.9962416169056582
오늘 채색 피드백 빠르게 드릴게. 내일은 뭘 할지 모르겠어,0,1,0.9715417419609844
배경 작업 빠르게 도와주실 수 있나요? 내일부터 시작해도 괜찮을까요?,0,1,0.9671040576599715
채색 피드백 오늘 중으로 받을게요. 빠르게 처리해드릴게요!,0,1,0.9465164919178557
배경팀 오늘 싱크 자료 공유할게요! 📎,0,1,0.9745773939816554
"싱크 체크 파일은 확인했지만, 일정은 그대로 유지돼요",0,1,0.9578468013786378
@배경팀 오늘 15시 작업방에서 모이면 되나요? 📌,0,1,0.9732556613040214
회의실 예약 완료했어요! 🎉,0,1,0.9994024613062055
@김민수 콘티 초안 피드백 좀 주세요? 내일 미팅에 반영해요!,0,1,0.9757179631662648
"배경 채색 파일, 또 필요하신가요? 내일 다시 보죠",0,1,0.8935301513592445
"오늘 잉킹 피드백 빠르게 받고 싶은데, 언제 가능할까?",0,1,0.9854735147695114
오늘 배경팀 미팅 링크는 뭐야? 나중에 전달할게,0,1,0.9064125246960536
"채색팀 자료, 오늘 주시나요? 내일 가능할까요…? 📎",0,1,0.9991060985070472
"배경 레퍼런스, 내일 오전까지 주시면 돼요? 📂",0,1,0.993163337973482
배경 스케치 초안 검토 끝났어? 내일 올릴게요.,0,1,0.9450242203797075
"채색팀 오늘 작업, 뭘 했어? 내일 다시 보자고 해?",0,1,0.9862631950603417
"내일 싱크 회의 링크, 미리 공유해줘요",0,1,0.9965742754874295
오늘 배경팀 미팅 링크는 여기 있어요! 📎,0,1,0.9270488734901345
오늘 콘티 피드백 좀 주실래요? 👀,0,1,0.897148328753168
